best_ts,best_ini,opt_val,time_ts
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.031250
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.000000
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3013,3207,3000,0.031250
3013,3207,3000,0.031250
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.000000
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.031250
3013,3207,3000,0.015625
3013,3207,3000,0.000000
3013,3207,3000,0.015625
3013,3207,3000,0.000000
3013,3207,3000,0.015625
3013,3207,3000,0.000000
3013,3207,3000,0.000000
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.015625
3013,3207,3000,0.000000
3013,3207,3000,0.000000
3013,3207,3000,0.015625
3013,3207,3000,0.000000
3013,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.031250
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.031250
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.031250
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.000000
3000,3207,3000,0.000000
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.015625
3000,3207,3000,0.000000
3000,3207,3000,0.015625
