best_ts,best_ini,opt_val,time_ts
3408,4040,3408,0.015625
3408,4040,3408,0.031250
3408,4040,3408,0.000000
3408,4040,3408,0.031250
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.031250
3408,4040,3408,0.000000
3408,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.000000
3566,4040,3408,0.031250
3566,4040,3408,0.031250
3566,4040,3408,0.000000
3566,4040,3408,0.015625
3566,4040,3408,0.000000
3566,4040,3408,0.000000
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.000000
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.015625
3566,4040,3408,0.000000
3566,4040,3408,0.015625
3566,4040,3408,0.000000
3566,4040,3408,0.015625
3566,4040,3408,0.000000
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.000000
3408,4040,3408,0.000000
3408,4040,3408,0.015625
3408,4040,3408,0.000000
3408,4040,3408,0.015625
3408,4040,3408,0.000000
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.015625
3408,4040,3408,0.000000
3408,4040,3408,0.015625
3408,4040,3408,0.000000
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.000000
3611,4040,3408,0.015625
3611,4040,3408,0.000000
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.000000
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3611,4040,3408,0.000000
3611,4040,3408,0.015625
3611,4040,3408,0.000000
3611,4040,3408,0.000000
3611,4040,3408,0.015625
3611,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.000000
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.015625
3573,4040,3408,0.000000
3573,4040,3408,0.015625
3573,4040,3408,0.031250
