best_ts,best_ini,opt_val,time_ts
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.031250
6900,8490,6900,0.031250
6900,8490,6900,0.000000
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.031250
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.015625
6900,8490,6900,0.015625
6900,8490,6900,0.031250
6900,8490,6900,0.031250
6900,8490,6900,0.031250
6900,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.031250
6997,8490,6900,0.015625
6997,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.000000
6997,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.031250
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.000000
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
6997,8490,6900,0.015625
