best_ts,best_ini,opt_val,time_ts
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.015625
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.062500
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.062500
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.000000
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.000000
2161,2316,2093,0.015625
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.015625
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.000000
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.015625
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.046875
2161,2316,2093,0.015625
2161,2316,2093,0.046875
2161,2316,2093,0.031250
2161,2316,2093,0.031250
2161,2316,2093,0.031250
