best_ts,best_ini,opt_val,time_ts
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.046875
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.046875
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.015625
1780,1956,1628,0.000000
1780,1956,1628,0.031250
1780,1956,1628,0.046875
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.046875
1780,1956,1628,0.046875
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.000000
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.000000
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.000000
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.000000
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.015625
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.031250
1780,1956,1628,0.046875
1780,1956,1628,0.031250
1780,1956,1628,0.031250
