best_ts,best_ini,opt_val,time_ts
1034,1112,953,0.031250
1034,1112,953,0.046875
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.046875
1034,1112,953,0.046875
1034,1112,953,0.031250
1034,1112,953,0.046875
1034,1112,953,0.015625
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.046875
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.046875
1034,1112,953,0.046875
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.000000
1034,1112,953,0.015625
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.015625
1034,1112,953,0.031250
1034,1112,953,0.031250
1034,1112,953,0.031250
