best_ts,best_ini,opt_val,time_ts
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.031250
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.031250
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.031250
7065,10040,7065,0.000000
7065,10040,7065,0.031250
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.031250
7087,10040,7065,0.015625
7087,10040,7065,0.000000
7087,10040,7065,0.000000
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.000000
7087,10040,7065,0.015625
7087,10040,7065,0.000000
7087,10040,7065,0.015625
7087,10040,7065,0.031250
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.000000
7087,10040,7065,0.000000
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.015625
7087,10040,7065,0.000000
7087,10040,7065,0.000000
7087,10040,7065,0.031250
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.015625
7065,10040,7065,0.000000
7065,10040,7065,0.015625
7065,10040,7065,0.015625
