filename,mean_best_ts,mean_best_ini,mean_ts,low_best_ts,low_best_ini,opt_val,std_best_ts,std_best_ini,std_time_ts,mean_err_best_ts,mean_err_best_ini,low_err_best_ts,low_err_best_ini
ulysses16_25_1,6987.75,8173.0,0.01531,6900.0,8173.0,6890.0,44.43993,0.0,0.01288,1.41872,18.62119,0.14514,18.62119
ulysses16_25_10,7832.81,9984.0,0.01797,7781.0,9984.0,7781.0,37.4627,0.0,0.00997,0.66585,28.31256,0.0,28.31256
ulysses16_25_2,6868.84,10041.0,0.01656,6859.0,10041.0,6859.0,17.51041,0.0,0.01056,0.14346,46.3916,0.0,46.3916
ulysses16_25_3,6875.34,9929.0,0.01328,6859.0,9929.0,6859.0,24.38287,0.0,0.00947,0.23823,44.75871,0.0,44.75871
ulysses16_25_4,7742.02,9550.0,0.01422,7401.0,9550.0,7401.0,245.06925,0.0,0.01107,4.60776,29.03662,0.0,29.03662
ulysses16_25_5,7681.14,10021.0,0.01438,7671.0,10021.0,7671.0,12.6815,0.0,0.01183,0.13219,30.63486,0.0,30.63486
ulysses16_25_6,7110.6,9704.0,0.01312,7029.0,9704.0,7029.0,109.46671,0.0,0.0103,1.1609,38.05662,0.0,38.05662
ulysses16_25_7,7462.65,9988.0,0.01297,7446.0,9988.0,7446.0,52.94363,0.0,0.01211,0.22361,34.13914,0.0,34.13914
ulysses16_25_8,6954.52,10068.0,0.01109,6900.0,10068.0,6859.0,42.72739,0.0,0.00835,1.39262,46.78525,0.59775,46.78525
ulysses16_25_9,6900.28,9876.0,0.01328,6859.0,9876.0,6859.0,25.00803,0.0,0.00894,0.60184,43.986,0.0,43.986
ulysses16_50_1,7389.05,10356.0,0.01344,7264.0,10356.0,7264.0,99.98874,0.0,0.00884,1.7215,42.56608,0.0,42.56608
ulysses16_50_10,7736.15,10143.0,0.01391,7706.0,10143.0,7706.0,12.3267,0.0,0.00881,0.39125,31.62471,0.0,31.62471
ulysses16_50_2,7721.2,10107.0,0.01641,7715.0,10107.0,7715.0,9.24986,0.0,0.00973,0.08036,31.00454,0.0,31.00454
ulysses16_50_3,9612.0,10690.0,0.01203,9612.0,10690.0,9612.0,0.0,0.0,0.0096,0.0,11.21515,0.0,11.21515
ulysses16_50_4,7313.0,10466.0,0.01125,7313.0,10466.0,7313.0,0.0,0.0,0.00965,0.0,43.115,0.0,43.115
ulysses16_50_5,6909.0,9876.0,0.01047,6909.0,9876.0,6909.0,0.0,0.0,0.00939,0.0,42.94399,0.0,42.94399
ulysses16_50_6,7313.54,10992.0,0.01594,7301.0,10992.0,7301.0,10.89167,0.0,0.01104,0.17176,50.55472,0.0,50.55472
ulysses16_50_7,8184.14,11295.0,0.01281,8118.0,11295.0,8118.0,39.75123,0.0,0.00973,0.81473,39.13525,0.0,39.13525
ulysses16_50_8,7071.6,10040.0,0.0125,7065.0,10040.0,7065.0,10.08167,0.0,0.00856,0.09342,42.10899,0.0,42.10899
ulysses16_50_9,6932.98,8490.0,0.01516,6900.0,8490.0,6900.0,45.94975,0.0,0.00999,0.47797,23.04348,0.0,23.04348
ulysses22_10_1,7323.13,10562.0,0.02719,7211.0,10562.0,7013.0,102.19654,0.0,0.01337,4.42222,50.60602,2.82333,50.60602
ulysses22_10_10,7423.38,10627.0,0.02844,7148.0,10627.0,7087.0,171.5758,0.0,0.01333,4.74644,49.95061,0.86073,49.95061
ulysses22_10_2,7316.39,10945.0,0.02828,7171.0,10945.0,7013.0,131.33628,0.0,0.01244,4.32611,56.0673,2.25296,56.0673
ulysses22_10_3,7321.12,10586.0,0.02656,7112.0,10586.0,7013.0,145.05684,0.0,0.01389,4.39355,50.94824,1.41166,50.94824
ulysses22_10_4,7420.16,10586.0,0.02516,7227.0,10586.0,7013.0,173.0205,0.0,0.0136,5.80579,50.94824,3.05148,50.94824
ulysses22_10_5,7407.74,10899.0,0.02531,7250.0,10899.0,7013.0,162.54689,0.0,0.01411,5.62869,55.41138,3.37944,55.41138
ulysses22_10_6,7589.89,11383.0,0.01969,7406.0,11383.0,7250.0,82.26565,0.0,0.00979,4.68814,57.0069,2.15172,57.0069
ulysses22_10_7,7692.68,10293.0,0.01984,7474.0,10293.0,7246.0,119.51643,0.0,0.01124,6.1645,42.05079,3.14656,42.05079
ulysses22_10_8,7595.92,11035.0,0.02766,7300.0,11035.0,7181.0,169.25488,0.0,0.0136,5.77803,53.66941,1.65715,53.66941
ulysses22_10_9,7290.83,9331.0,0.02656,7047.0,9331.0,7047.0,143.82288,0.0,0.01631,3.46005,32.41096,0.0,32.41096
ulysses22_25_1,7509.35,10657.0,0.02453,7266.0,10657.0,7083.0,167.30531,0.0,0.01274,6.01934,50.45885,2.58365,50.45885
ulysses22_25_10,8033.16,8892.0,0.01719,8030.0,8892.0,7961.0,1.62923,0.0,0.01025,0.90642,11.69451,0.86673,11.69451
ulysses22_25_2,7834.27,10971.0,0.02797,7589.0,10971.0,7415.0,202.09809,0.0,0.01175,5.65435,47.95684,2.34659,47.95684
ulysses22_25_3,8425.27,10563.0,0.02516,8210.0,10563.0,8177.0,189.10393,0.0,0.01167,3.0362,29.17941,0.40357,29.17941
ulysses22_25_4,7794.3,10393.0,0.02109,7590.0,10393.0,7385.0,116.45759,0.0,0.01198,5.54232,40.73121,2.7759,40.73121
ulysses22_25_5,7882.6,10956.0,0.02312,7468.0,10956.0,7449.0,347.43204,0.0,0.01335,5.82092,47.08014,0.25507,47.08014
ulysses22_25_6,7970.6,11307.0,0.01812,7835.0,11307.0,7589.0,100.0232,0.0,0.01121,5.02833,48.99196,3.24153,48.99196
ulysses22_25_7,8125.0,10792.0,0.01797,8125.0,10792.0,7729.0,0.0,0.0,0.01113,5.12356,39.62997,5.12356,39.62997
ulysses22_25_8,7806.89,10860.0,0.02,7468.0,10860.0,7123.0,178.32408,0.0,0.0129,9.60115,52.46385,4.84346,52.46385
ulysses22_25_9,7383.75,8757.0,0.02281,7176.0,8757.0,7176.0,155.23758,0.0,0.01219,2.89507,22.03177,0.0,22.03177
ulysses22_50_1,8587.39,10907.0,0.02656,8427.0,10907.0,8290.0,76.73811,0.0,0.01298,3.58733,31.56815,1.65259,31.56815
ulysses22_50_10,7979.52,11787.0,0.02438,7941.0,11787.0,7941.0,25.17875,0.0,0.01197,0.48508,48.43219,0.0,48.43219
ulysses22_50_2,8104.25,11026.0,0.025,7793.0,11026.0,7538.0,189.56019,0.0,0.01326,7.51194,46.27222,3.38286,46.27222
ulysses22_50_3,9102.01,11110.0,0.02375,8893.0,11110.0,8833.0,228.82891,0.0,0.0124,3.04551,25.77833,0.67927,25.77833
ulysses22_50_4,9356.0,9437.0,0.01453,9356.0,9437.0,9324.0,0.0,0.0,0.0097,0.3432,1.21193,0.3432,1.21193
ulysses22_50_5,8502.96,10171.0,0.02516,8370.0,10171.0,8284.0,74.44245,0.0,0.01342,2.64317,22.77885,1.03815,22.77885
ulysses22_50_6,8040.35,8911.0,0.01906,7808.0,8911.0,7570.0,134.60233,0.0,0.01222,6.21334,17.71466,3.14399,17.71466
ulysses22_50_7,8330.57,10547.0,0.01734,8171.0,10547.0,7897.0,77.28328,0.0,0.01228,5.49031,33.55705,3.46967,33.55705
ulysses22_50_8,9709.71,10259.0,0.02484,9585.0,10259.0,9558.0,105.38077,0.0,0.01271,1.58726,7.33417,0.28249,7.33417
ulysses22_50_9,9250.76,10521.0,0.02422,9035.0,10521.0,9021.0,137.8492,0.0,0.01156,2.54695,16.62787,0.15519,16.62787
