best_ts,best_ini,opt_val,time_ts
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.031250
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.031250
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.015625
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
3416,3814,3416,0.000000
