best_ts,best_ini,opt_val,time_ts
3058,3408,2851,0.062500
3058,3408,2851,0.046875
3058,3408,2851,0.046875
3129,3408,2851,0.015625
3129,3408,2851,0.031250
3129,3408,2851,0.015625
3129,3408,2851,0.031250
3129,3408,2851,0.031250
3129,3408,2851,0.046875
3129,3408,2851,0.031250
3129,3408,2851,0.031250
3129,3408,2851,0.031250
3129,3408,2851,0.031250
3129,3408,2851,0.031250
3129,3408,2851,0.015625
3129,3408,2851,0.015625
3129,3408,2851,0.015625
3129,3408,2851,0.031250
3129,3408,2851,0.015625
3129,3408,2851,0.031250
3129,3408,2851,0.015625
3129,3408,2851,0.015625
3129,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.031250
2871,3408,2851,0.031250
2871,3408,2851,0.015625
2871,3408,2851,0.031250
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.031250
2871,3408,2851,0.015625
2871,3408,2851,0.031250
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.015625
2871,3408,2851,0.000000
2871,3408,2851,0.015625
3341,3408,2851,0.000000
3341,3408,2851,0.015625
3341,3408,2851,0.015625
3341,3408,2851,0.046875
3341,3408,2851,0.031250
3341,3408,2851,0.031250
3341,3408,2851,0.031250
3341,3408,2851,0.015625
3341,3408,2851,0.031250
3341,3408,2851,0.046875
3341,3408,2851,0.000000
3341,3408,2851,0.031250
3341,3408,2851,0.015625
3341,3408,2851,0.031250
3341,3408,2851,0.031250
3341,3408,2851,0.015625
3341,3408,2851,0.031250
3341,3408,2851,0.046875
3163,3408,2851,0.031250
3163,3408,2851,0.046875
3163,3408,2851,0.015625
3163,3408,2851,0.031250
3163,3408,2851,0.031250
3163,3408,2851,0.031250
3163,3408,2851,0.031250
3163,3408,2851,0.015625
3163,3408,2851,0.031250
3163,3408,2851,0.015625
3163,3408,2851,0.015625
3163,3408,2851,0.000000
3163,3408,2851,0.031250
3163,3408,2851,0.015625
3163,3408,2851,0.015625
3163,3408,2851,0.046875
3163,3408,2851,0.000000
2863,3408,2851,0.031250
2863,3408,2851,0.015625
2863,3408,2851,0.015625
2863,3408,2851,0.046875
2863,3408,2851,0.031250
2863,3408,2851,0.031250
2863,3408,2851,0.031250
2863,3408,2851,0.015625
2863,3408,2851,0.031250
2863,3408,2851,0.031250
2863,3408,2851,0.031250
2863,3408,2851,0.031250
2863,3408,2851,0.015625
2863,3408,2851,0.031250
2863,3408,2851,0.000000
2863,3408,2851,0.015625
2863,3408,2851,0.031250
2863,3408,2851,0.031250
3038,3408,2851,0.015625
3038,3408,2851,0.031250
3038,3408,2851,0.015625
